src,tic_id,toi_id,Disposition,RA,Dec,Tmag,Tmag Err,Epoc,Epoc Err,Period,Period Err,Duration,Duration Err,Transit Depth,Transit Depth Err,Sectors,Created,Updated
spoc,55650590,00206.01,PC,73.73719,-62.522369,12.472,0.036,1325.542258,0.000541,0.73632,8e-06,0.564138,0.230347,1457.856751,130.0673,5 6 4 3 2 1,2019-05-07 17:42:36.189307+00:00,2019-05-17 16:58:43.745182+00:00
spoc,55652896,00216.02,PC,73.980231,-63.260063,11.504,0.018,1325.378225,0.002522,17.081922,0.000442,2.375764,0.18369,3671.256704,199.76825,5 6 4 3 2 1,2019-05-07 17:42:36.357996+00:00,2019-05-17 16:58:43.739734+00:00
spoc,55652896,00216.01,PC,73.980231,-63.260063,11.504,0.018,1331.277537,0.000683,34.548903,0.000269,5.606345,0.051251,18141.184046,140.64288,5 6 4 3 2 1,2019-05-07 17:42:36.337911+00:00,2019-05-17 16:58:43.734035+00:00
spoc,77228304,00456.01,PC,69.116194,-41.246255,15.703,0.018,1410.95064,0.001209,0.336826,1.7e-05,0.883311,0.114655,18251.292089,2199.7795,5 4,2019-05-07 17:42:36.414475+00:00,2019-05-17 16:58:43.728355+00:00
spoc,77951245,00450.01,PC,79.004939,-31.412704,12.375,0.018,1443.168542,0.000333,10.714754,0.000131,2.054004,0.032468,56910.000915,817.1099,5 6,2019-05-07 17:42:36.469166+00:00,2019-05-17 16:58:43.722950+00:00
spoc,78055054,00434.01,PC,80.53816,-30.970843,12.775,0.019,1439.249895,0.000485,4.388721,7.8e-05,3.046566,0.041882,26085.166874,241.37651,5 6,2019-05-07 17:42:36.523535+00:00,2019-05-17 16:58:43.717480+00:00
spoc,94986319,00421.01,PC,81.853443,-14.276947,9.216,0.017,1440.131101,0.000789,16.068919,0.000422,2.682681,0.069954,2958.651255,60.01873,5 6,2019-05-07 17:42:36.599479+00:00,2019-05-17 16:58:43.706475+00:00
spoc,100608026,00475.01,PC,86.747994,-32.533083,10.773,0.018,1442.49202,0.003881,8.259618,0.001151,2.557065,0.301334,1514.240261,132.6479,5 6,2019-05-07 17:42:36.670195+00:00,2019-05-17 16:58:43.700690+00:00
spoc,100990000,00411.02,PC,54.819851,-42.762575,7.74,0.019,1385.730697,0.00415,4.040051,0.000633,3.228516,0.316352,166.390795,16.105507,4 3,2019-05-07 17:42:36.768392+00:00,2019-05-17 16:58:43.695182+00:00
spoc,100990000,00411.01,PC,54.819851,-42.762575,7.74,0.019,1386.191961,0.002175,9.571576,0.000721,3.641579,0.312774,391.737902,27.212782,4 3,2019-05-07 17:42:36.752115+00:00,2019-05-17 16:58:43.689788+00:00
spoc,122612091,00264.01,PC,41.040001,-30.169041,10.452,0.018,1383.398113,0.000735,2.216794,5.1e-05,3.881758,0.044936,4300.368098,49.195816,4 3,2019-05-07 17:42:36.915030+00:00,2019-05-17 16:58:43.673133+00:00
spoc,122613513,00279.01,PC,41.188507,-32.210889,10.475,0.018,1388.370019,0.00225,11.494122,0.000968,2.4156,0.30102,1575.036131,116.84506,4 3,2019-05-07 17:42:36.970200+00:00,2019-05-17 16:58:43.667611+00:00
spoc,141608198,00210.01,PC,88.960448,-73.984659,12.507,0.017,1329.822955,0.002314,9.010124,0.000289,1.920005,0.250324,4028.362853,274.0407,5 4 3 2 1,2019-05-07 17:42:37.052259+00:00,2019-05-17 16:58:43.661978+00:00
spoc,149603524,00102.01,PC,87.139956,-63.988427,9.716,0.018,1326.078645,9.9e-05,4.411943,5e-06,3.776425,0.008533,13979.926188,30.580667,6 4 3 2 1,2019-05-07 17:42:37.240174+00:00,2019-05-17 16:58:43.645213+00:00
spoc,150030205,00286.01,PC,90.983643,-60.666326,9.076,0.018,1327.820352,0.002289,4.511594,0.000135,1.873813,0.304543,268.954087,25.642275,5 4 3 2 1,2019-05-07 17:42:37.389186+00:00,2019-05-17 16:58:43.634009+00:00
spoc,150098860,00220.01,PC,91.799884,-61.996896,9.656,0.018,1335.900778,0.001565,10.695634,0.000182,2.067196,0.367814,922.270153,54.00735,5 6 4 2 1,2019-05-07 17:42:37.491545+00:00,2019-05-17 16:58:43.628350+00:00
spoc,152476657,00415.01,PC,62.616051,-45.898221,10.551,0.018,1411.728957,0.000673,3.611175,7.7e-05,3.518394,0.045751,5593.619309,80.023575,5 4,2019-05-07 17:42:37.698107+00:00,2019-05-17 16:58:43.622812+00:00
spoc,153065527,00406.01,PC,49.2624,-42.2424,11.222,0.04,1388.56838,0.002362,13.173838,0.001285,2.044853,0.465681,2117.004715,191.76883,4 3,2019-05-07 17:42:37.762822+00:00,2019-05-17 16:58:43.617143+00:00
spoc,153077621,00454.01,PC,49.6602,-42.6424,9.441,0.037,1396.13833,0.002652,18.082556,0.001591,2.280524,0.095775,8630.309682,525.9479,4 3,2019-05-07 17:42:37.817565+00:00,2019-05-17 16:58:43.611615+00:00
spoc,159951311,00265.01,PC,49.562227,-41.302145,11.664,0.018,1387.571092,0.00052,5.924426,0.000114,2.83538,0.048764,11992.493322,135.86578,4 3,2019-05-07 17:42:37.871995+00:00,2019-05-17 16:58:43.605840+00:00
spoc,167415965,00214.01,PC,99.460653,-70.932628,7.965,0.018,1336.684685,0.001858,18.552747,0.000425,3.83473,0.191186,443.593827,21.81474,5 6 4 3 2 1,2019-05-07 17:42:38.064374+00:00,2019-05-17 16:58:43.588743+00:00
spoc,170634116,00413.01,PC,66.370903,-30.600444,9.675,0.018,1412.892344,0.000216,3.662355,2.8e-05,3.758513,0.012933,12394.908792,50.329994,5 4,2019-05-07 17:42:38.309499+00:00,2019-05-17 16:58:43.571851+00:00
spoc,178284730,00418.01,PC,60.385614,-20.451086,10.261,0.019,1412.697299,0.000139,2.235982,1e-05,1.522777,0.007637,19230.613528,131.13382,5 4,2019-05-07 17:42:38.420017+00:00,2019-05-17 16:58:43.560115+00:00
spoc,179034327,00444.01,PC,64.18414,-26.765912,9.073,0.036,1417.604138,0.001868,17.96347,0.001435,3.895213,0.193377,1286.128582,92.70977,5 4,2019-05-07 17:42:38.475243+00:00,2019-05-17 16:58:43.554373+00:00
spoc,192826603,00551.01,PC,82.714381,-36.630797,13.862,0.018,1438.081975,0.00096,2.647186,8.7e-05,1.135864,0.059865,20744.40464,1084.4484,5 6,2019-05-07 17:42:38.530135+00:00,2019-05-17 16:58:43.548385+00:00
spoc,219253008,00268.01,PC,65.915985,-53.850952,9.6,0.05,1385.127289,0.000967,5.066148,0.000107,6.157278,0.07615,1932.407299,36.30666,5 4 3,2019-05-07 17:42:39.041519+00:00,2019-05-17 16:58:43.514188+00:00
spoc,220479565,00269.01,PC,75.846109,-54.177194,12.27,0.018,1381.846933,0.000863,3.697675,4.9e-05,0.876424,0.169948,4763.767863,230.01253,5 6 4 3,2019-05-07 17:42:39.625347+00:00,2019-05-17 16:58:43.490974+00:00
spoc,259377017,00270.03,PC,68.4154,-51.9562,10.416,0.04,1383.732364,0.001651,3.360137,0.000121,1.393345,0.48356,962.205101,81.64058,5 4 3,2019-05-07 17:42:39.929979+00:00,2019-05-17 16:58:43.466653+00:00
spoc,259377017,00270.02,PC,68.4154,-51.9562,10.416,0.04,1389.677602,0.000899,11.380259,0.000242,2.128046,0.143122,3183.166685,99.3292,5 4 3,2019-05-07 17:42:39.912926+00:00,2019-05-17 16:58:43.448728+00:00
spoc,259377017,00270.01,PC,68.4154,-51.9562,10.416,0.04,1383.842444,0.000601,5.660182,6.8e-05,1.640464,0.087817,3927.099359,83.66921,5 4 3,2019-05-07 17:42:39.895641+00:00,2019-05-17 16:58:43.442621+00:00
spoc,259511357,00271.01,PC,70.775334,-50.219614,8.412,0.021,1382.228163,0.001019,2.476082,5.6e-05,1.050608,0.1897,383.409029,23.658146,5 4 3,2019-05-07 17:42:39.994464+00:00,2019-05-17 16:58:43.436263+00:00
spoc,261136679,00144.01,PC,84.291198,-80.469143,5.097,0.063,1325.505054,0.001062,6.267726,9.9e-05,2.934834,0.265566,289.67936,17.524027,4 1,2019-05-07 17:42:40.804690+00:00,2019-05-17 16:58:43.383027+00:00
spoc,272086159,00176.01,PC,115.0034,-72.2077,13.404,0.04,1363.043768,0.00044,16.155373,0.000103,1.556705,0.037499,71225.723174,1623.8068,5 6 4 3 2,2019-05-07 17:42:40.903715+00:00,2019-05-17 16:58:43.377106+00:00
spoc,278683844,00119.02,PC,99.237983,-58.015237,9.234,0.018,1328.046392,0.002725,10.691543,0.000362,3.228321,0.415448,540.395062,39.848972,5 6 4 3 2 1,2019-05-07 17:42:41.154353+00:00,2019-05-17 16:58:43.365240+00:00
spoc,278683844,00119.01,PC,99.237983,-58.015237,9.234,0.018,1327.615791,0.002023,5.541143,0.000132,3.03471,0.132389,625.829742,29.63431,5 6 4 3 2 1,2019-05-07 17:42:41.134354+00:00,2019-05-17 16:58:43.359420+00:00
spoc,280095254,00235.01,PC,46.196133,-73.396554,9.319,0.018,1357.283223,0.000981,10.090251,0.000108,1.688412,0.062563,2274.040629,100.33481,6 2,2019-05-07 17:42:41.518585+00:00,2019-05-17 16:58:43.330112+00:00
spoc,307210830,00175.01,PC,124.5319,-68.313,9.393,0.009,1356.203945,0.000532,3.690604,2.9e-05,1.273675,0.1121,1848.855089,59.27924,5 2,2019-05-07 17:42:41.954068+00:00,2019-05-17 16:58:43.289218+00:00
spoc,309791156,00533.01,PC,80.054737,-62.646003,10.889,0.018,1332.693449,0.003221,19.572834,0.000567,4.240141,0.382361,1721.880955,96.69958,5 6 1,2019-05-07 17:42:42.050236+00:00,2019-05-17 16:58:43.283394+00:00
spoc,314865962,00208.01,PC,53.281311,-72.744226,10.315,0.019,1335.959833,0.003964,22.4536,0.001306,4.967167,0.614287,732.988967,59.873817,6 3 2 1,2019-05-07 17:42:42.214855+00:00,2019-05-17 16:58:43.271760+00:00
spoc,350618622,00201.01,PC,87.401712,-54.910734,8.566,0.02,1376.052045,0.000517,52.978306,0.000371,4.824823,0.033026,6307.14075,53.448612,5 6 4 3 2 1,2019-05-07 17:42:42.883363+00:00,2019-05-17 16:58:43.223777+00:00
spoc,382626661,00283.01,PC,118.569575,-65.441521,9.649,0.019,1333.478009,0.002495,17.617101,0.000529,3.811255,0.396812,690.957812,38.92626,5 6 4 3 2 1,2019-05-07 17:42:43.262808+00:00,2019-05-17 16:58:43.193186+00:00
spoc,388104525,00112.01,PC,55.93344,-65.193856,11.547,0.018,1327.40938,0.000189,2.499814,8e-06,2.878017,0.0169,15044.681156,64.47897,4 3 2 1,2019-05-07 17:42:43.336521+00:00,2019-05-17 16:58:43.186914+00:00
spoc,425997655,00174.04,PC,55.459877,-62.767049,8.69687,0.018031,1326.0332,0.003027,3.975995,0.00021,1.560981,0.192923,174.45126,22.136805,4 3 2 1,2019-05-07 17:42:43.578989+00:00,2019-05-17 16:58:43.180853+00:00
spoc,425997655,00174.03,PC,55.459877,-62.767049,8.69687,0.018031,1335.751351,0.003668,12.160999,0.000985,2.902685,0.441298,312.472088,40.42018,4 3 2 1,2019-05-07 17:42:43.561120+00:00,2019-05-17 16:58:43.174662+00:00
spoc,425997655,00174.02,PC,55.459877,-62.767049,8.69687,0.018031,1340.303919,0.00224,29.796715,0.001249,2.945885,0.34046,638.80257,42.205654,4 3 2 1,2019-05-07 17:42:43.543187+00:00,2019-05-17 16:58:43.167987+00:00
spoc,425997655,00174.01,PC,55.459877,-62.767049,8.69687,0.018031,1325.325892,0.002248,17.66831,0.000607,2.695974,0.258669,730.596785,40.85522,4 3 2 1,2019-05-07 17:42:43.525059+00:00,2019-05-17 16:58:43.160169+00:00
spoc,22221375,00652.01,PC,149.124333,-24.099333,7.358,0.017,1543.254774,0.002001,3.984627,0.000512,2.398698,0.347213,389.73384,23.16654,9,2019-05-06 19:17:03.468372+00:00,2019-05-07 15:05:05.611090+00:00
spoc,33153766,00653.01,PC,144.773714,-45.426211,8.498,0.018,1543.227316,0.001078,0.688413,5.3e-05,1.503725,0.291402,390.627662,22.572357,9,2019-05-06 19:17:03.631948+00:00,2019-05-07 15:05:05.592943+00:00
spoc,35009898,00654.01,PC,164.7242,-5.5464,12.172,0.04,1543.435847,0.001885,1.527419,0.000195,1.211359,0.399291,2889.180002,233.79655,9,2019-05-06 19:17:03.676350+00:00,2019-05-07 15:05:05.588415+00:00
spoc,35516889,00655.01,PC,148.416993,-45.659187,11.545,0.019,1543.621975,0.000178,0.788843,1e-05,1.624113,0.013102,24762.046489,149.46536,9,2019-05-06 19:17:03.720879+00:00,2019-05-07 15:05:05.583897+00:00
spoc,36734222,00656.01,PC,154.908361,-9.806286,11.016,0.018,1543.603636,8.7e-05,0.81347,5e-06,1.226305,0.006867,26827.116808,95.925896,9,2019-05-06 19:17:03.766155+00:00,2019-05-07 15:05:05.579315+00:00
spoc,48103627,00657.01,PC,147.406737,-33.218487,12.375,0.018,1547.312553,0.001395,4.569904,0.000539,3.913666,0.126971,10266.215136,285.23013,9,2019-05-06 19:17:03.957084+00:00,2019-05-07 15:05:05.556468+00:00
spoc,48476907,00658.01,PC,150.152995,-34.681945,9.397,0.017,1543.70074,0.00333,4.719906,0.001021,1.825078,0.197044,1940.571553,185.37564,9,2019-05-06 19:17:04.001173+00:00,2019-05-07 15:05:05.551883+00:00
spoc,48476908,00659.01,PC,150.15405,-34.681556,9.486,0.018,1543.699323,0.002952,4.720083,0.000897,1.694515,0.174566,2213.796074,216.30275,9,2019-05-06 19:17:04.045362+00:00,2019-05-07 15:05:05.547319+00:00
spoc,53189332,00660.01,PC,166.429741,-5.079416,10.955,0.018,1544.649978,0.001182,9.290298,0.000911,5.345087,0.109718,6204.326608,129.64064,9,2019-05-06 19:17:04.089307+00:00,2019-05-07 15:05:05.542775+00:00
spoc,53735810,00661.01,PC,158.224969,-34.989848,11.194,0.018,1544.168562,0.001299,4.08653,0.000383,4.448192,0.086974,7379.314262,138.86444,9,2019-05-06 19:17:04.133384+00:00,2019-05-07 15:05:05.538226+00:00
spoc,54085154,00662.01,PC,160.180195,-31.927148,8.194,0.017,1543.299953,0.001614,1.001166,0.000112,1.793411,0.193173,278.122604,15.613315,9,2019-05-06 19:17:04.178945+00:00,2019-05-07 15:05:05.533694+00:00
spoc,54962195,00663.01,PC,160.0665,-8.5107,11.672,0.04,1544.390641,0.002789,2.598654,0.0005,1.618382,0.5309,1911.17085,202.56204,9,2019-05-06 19:17:04.235687+00:00,2019-05-07 15:05:05.529129+00:00
spoc,54962195,00663.02,PC,160.0665,-8.5107,11.672,0.04,1543.394099,0.004137,4.698465,0.001207,1.836605,0.647492,2100.802126,265.83398,9,2019-05-06 19:17:04.250750+00:00,2019-05-07 15:05:05.524564+00:00
spoc,55092869,00664.01,PC,161.707262,-9.399004,7.309,0.033,1544.341451,0.000741,4.736094,0.000234,7.108413,0.045973,2435.829206,28.264969,9,2019-05-06 19:17:04.309034+00:00,2019-05-07 15:05:05.519989+00:00
spoc,73723286,00665.01,PC,155.636868,-40.516157,9.088,0.018,1547.303252,0.000369,14.065993,0.000506,3.442418,0.023263,16749.968493,173.31256,9,2019-05-06 19:17:04.353076+00:00,2019-05-07 15:05:05.515428+00:00
spoc,82128636,00666.01,PC,124.110449,-46.429906,8.79,0.018,1543.9367,0.002842,7.47428,0.001339,1.549211,0.107297,1594.604377,237.15956,9,2019-05-06 19:17:04.397189+00:00,2019-05-07 15:05:05.510914+00:00
spoc,101955023,00667.01,PC,153.7157,-47.1567,10.938,0.059,1544.715897,0.000827,1.628694,0.000101,0.799026,0.24285,2850.041412,168.17319,9,2019-05-06 19:17:04.605366+00:00,2019-05-07 15:05:05.487985+00:00
spoc,102195674,00668.01,PC,154.191863,-42.559033,11.303,0.018,1547.461261,0.000619,4.378773,0.00024,3.818396,0.041287,30425.653664,453.80573,9,2019-05-06 19:17:04.674892+00:00,2019-05-07 15:05:05.483479+00:00
spoc,124573851,00669.01,PC,158.900634,-5.181666,10.137,0.018,1546.136799,0.005545,3.948678,0.001811,3.420507,0.343622,754.018523,68.2022,9,2019-05-06 19:17:04.794206+00:00,2019-05-07 15:05:05.465298+00:00
spoc,147660201,00670.01,PC,163.909428,-42.84938,11.072,0.018,1543.348205,0.002717,0.579398,0.000108,1.64214,0.200189,1324.07712,130.15393,9,2019-05-06 19:17:04.838475+00:00,2019-05-07 15:05:05.460797+00:00
spoc,151681127,00671.01,PC,166.889018,-40.206942,9.128,0.021,1552.917674,0.000333,10.197751,0.000495,4.911431,0.025398,15405.531208,121.069046,9,2019-05-06 19:17:04.882769+00:00,2019-05-07 15:05:05.456229+00:00
spoc,151825527,00672.01,PC,167.9904,-39.3278,11.561,0.045,1546.479924,0.000698,3.633618,0.000191,1.788031,0.088834,9033.936252,234.44171,9,2019-05-06 19:17:04.926873+00:00,2019-05-07 15:05:05.451752+00:00
spoc,151959065,00673.01,PC,168.998549,-36.459419,11.933,0.019,1551.637263,0.001167,10.541282,0.001645,6.241204,0.110813,18663.713048,313.98477,9,2019-05-06 19:17:04.971320+00:00,2019-05-07 15:05:05.446933+00:00
spoc,158588995,00674.01,PC,164.5874,-36.8581,11.764,0.046,1544.523796,0.00031,1.977238,4.4e-05,1.021981,0.047737,14081.706892,220.63156,9,2019-05-06 19:17:05.015783+00:00,2019-05-07 15:05:05.442310+00:00
spoc,169226822,00675.01,PC,160.55867,-3.835058,9.617,0.02,1543.941968,0.000386,4.178161,0.000113,4.304954,0.025328,11743.801078,72.28212,9,2019-05-06 19:17:05.104439+00:00,2019-05-07 15:05:05.433304+00:00
spoc,219187649,00676.01,PC,171.206009,-18.617335,13.336,0.02,1544.343207,0.001876,2.150451,0.000289,1.573366,0.122278,8299.629504,578.0216,9,2019-05-06 19:17:05.459202+00:00,2019-05-07 15:05:05.392352+00:00
spoc,280206394,00677.01,PC,144.11955,-50.463285,9.239,0.018,1547.473883,0.000368,11.236613,0.00052,2.574321,0.033671,8716.362549,95.080574,9,2019-05-06 19:17:05.592719+00:00,2019-05-07 15:05:05.378711+00:00
spoc,294395926,00678.01,PC,109.330954,-55.598227,10.871,0.019,1549.678379,0.005393,11.316715,0.007656,4.351661,0.97804,1040.164187,135.34758,9,2019-05-06 19:17:05.636923+00:00,2019-05-07 15:05:05.374195+00:00
spoc,308050066,00679.01,PC,155.43601,-17.224391,9.976,0.019,1552.072613,0.000737,11.175586,0.001056,5.697074,0.066493,7303.054018,116.80702,9,2019-05-06 19:17:05.753620+00:00,2019-05-07 15:05:05.360607+00:00
spoc,335499997,00680.01,PC,179.163859,-12.377443,8.953,0.019,1543.514628,0.00039,0.433716,1.3e-05,0.890312,0.098075,848.615718,26.184093,9,2019-05-06 19:17:05.887858+00:00,2019-05-07 15:05:05.347044+00:00
spoc,410450228,00681.01,PC,117.89497,-60.412452,10.656,0.018,1546.476737,0.001273,15.778431,0.001807,3.360643,0.122936,6974.195747,313.84097,9,2019-05-06 19:17:06.021422+00:00,2019-05-07 15:05:05.333471+00:00
spoc,429304876,00682.01,PC,167.88584,-22.07256,9.181,0.017,1546.305878,0.001825,6.839299,0.00096,4.441711,0.193332,1243.185999,45.321964,9,2019-05-06 19:17:06.065628+00:00,2019-05-07 15:05:05.328945+00:00
