src,tic_id,toi_id,Disposition,RA,Dec,Tmag,Tmag Err,Epoc,Epoc Err,Period,Period Err,Duration,Duration Err,Transit Depth,Transit Depth Err,Sectors,Created,Updated
qlp,388624270,01026.01,PC,125.434278,-51.759418,9.881,0.018,1528.41766,0.00143,,,7.841,0.388,8060.0,85.1129,9,2019-06-11 14:45:00.567218+00:00,2019-07-26 20:17:26.639124+00:00
qlp,384549882,01048.01,PC,136.527779,-54.903934,8.733,0.036,1518.376,0.00075,0.30412,1e-05,0.748,0.1,1410.0,5.32593,9,2019-06-11 14:45:05.150088+00:00,2019-07-26 17:07:12.514574+00:00
qlp,90448944,01043.01,PC,128.302381,-52.714213,9.491,0.018,1518.26924,0.00459,1.44095,0.00021,2.107,0.513,490.0,1.39529,9,2019-06-11 14:45:05.500424+00:00,2019-07-26 13:39:22.181915+00:00
qlp,310483807,01040.01,PC,128.61434,-61.488277,8.339,0.018,1520.65674,0.00497,2.55555,0.00045,1.566,0.375,340.0,1.71408,9,2019-06-11 14:45:05.450169+00:00,2019-07-26 13:39:22.130499+00:00
qlp,20318757,01027.01,PC,167.133695,-29.653177,10.179,0.018,1547.16357,0.00324,3.28627,0.00084,1.815,0.461,1480.0,29.9231,9,2019-06-11 14:45:01.265941+00:00,2019-07-26 13:39:22.104525+00:00
qlp,363260203,01037.01,PC,147.385346,-63.306557,8.996,0.02,1544.66679,0.00691,1.20262,0.00056,1.915,0.488,370.0,1.68857,9,2019-06-11 14:44:59.675281+00:00,2019-07-26 13:39:22.078845+00:00
qlp,149601557,01033.01,PC,87.282463,-60.49859,9.971,0.018,1338.0781,0.00441,29.01509,0.0009,6.362,0.86,2000.0,3.26177,10 9 8,2019-06-11 14:45:00.284260+00:00,2019-07-26 13:39:22.025681+00:00
qlp,361413119,01035.01,PC,144.150348,-61.583256,10.063,0.019,1545.78502,0.00141,6.07484,0.00075,2.324,0.315,6160.0,16.5424,9,2019-06-11 14:45:04.841706+00:00,2019-07-26 13:39:21.998461+00:00
qlp,146172354,01036.01,PC,157.867029,-42.240189,10.261,0.018,1548.03403,0.00186,3.78031,0.00054,3.188,0.392,2350.0,2.29812,9,2019-06-11 14:45:04.524562+00:00,2019-07-26 13:39:21.960118+00:00
qlp,447283466,01028.01,PC,157.09813,-51.705257,7.832,0.019,1544.48066,0.00412,1.01606,0.00034,2.843,0.278,400.0,0.852004,9,2019-06-11 14:45:03.001774+00:00,2019-07-26 13:39:21.933409+00:00
qlp,238374636,01023.01,PC,120.837856,-51.345744,9.651,0.02,1493.2055,0.00061,1.3238,2e-05,3.162,0.024,3450.0,221.188,9,2019-06-11 14:45:02.669409+00:00,2019-07-26 13:39:21.906636+00:00
qlp,54044474,01045.01,PC,159.887888,-32.511956,9.619,0.018,1545.92248,0.00053,3.70426,0.00015,4.08,0.059,7440.0,0.486076,9,2019-06-11 14:44:59.450101+00:00,2019-07-26 13:39:21.879740+00:00
qlp,297967252,01025.01,PC,142.521292,-51.51717,5.573,0.035,1545.14728,0.00122,9.68337,0.00093,2.353,0.084,3400.0,100.0,9,2019-06-11 14:44:59.322679+00:00,2019-07-26 13:39:21.852633+00:00
qlp,141482386,01024.01,PC,86.820577,-72.422643,9.975,0.018,1339.71463,0.00842,18.01783,0.00112,2.541,0.41,800.0,3.00836,9,2019-06-11 14:45:00.232434+00:00,2019-07-26 13:39:21.826018+00:00
qlp,146589986,01032.01,PC,159.221473,-42.541663,9.618,0.018,1547.45463,0.00221,5.66314,0.00116,3.748,0.202,3650.0,1.13345,9,2019-06-11 14:45:01.887524+00:00,2019-07-26 13:39:21.797872+00:00
qlp,90544017,01038.01,PC,128.454778,-49.940393,8.68,0.019,1519.04538,0.0044,3.22374,0.00044,2.248,0.718,570.0,1.96368,9,2019-06-11 14:45:03.058782+00:00,2019-07-26 13:39:21.765294+00:00
qlp,385624852,01041.01,PC,138.402386,-55.197956,8.068,0.018,1547.34798,0.00048,8.30792,0.00037,3.228,0.089,8350.0,361.67,9,2019-06-11 14:45:01.249084+00:00,2019-07-26 13:39:21.737681+00:00
qlp,400595342,01034.01,PC,134.441791,-49.000572,9.784,0.019,1518.81066,0.00684,3.64222,0.00093,2.757,0.57,510.0,1.79556,9,2019-06-11 14:44:59.702084+00:00,2019-07-26 13:39:21.709772+00:00
qlp,102840239,00815.01,PC,155.871875,-43.834982,9.302,0.018,1548.58079,0.00306,11.18395,0.00641,3.251,0.458,1150.63,1.42799,9,2019-06-11 14:45:03.432646+00:00,2019-07-26 13:39:21.672099+00:00
qlp,341186896,00999.01,PC,118.864216,-58.222092,9.599,0.02,1493.16735,0.00084,1.50795,3e-05,3.012,0.341,1900.0,0.911732,9 7,2019-06-11 14:45:01.215985+00:00,2019-07-26 13:39:21.637263+00:00
qlp,374908020,01029.01,PC,88.73909,-65.958839,6.841,,1365.89313,0.00096,36.22214,0.00046,5.107,0.188,7170.0,228.173,9 2,2019-06-11 14:45:03.733094+00:00,2019-07-26 13:39:21.594166+00:00
qlp,73038411,00978.01,PC,120.204141,-2.010782,10.327,0.019,1502.77986,0.0011,13.1,,4.828,0.159,5434.6,2.14815,7,2019-03-26 13:55:17.254177+00:00,2019-07-25 19:34:12.531790+00:00
qlp,271722899,00920.01,PC,110.312389,-73.453262,11.038,0.018,1335.23411,0.00239,19.2998,,3.17,0.382,1864.78,2.57372,4,2019-01-18 16:50:42.784344+00:00,2019-07-25 19:28:36.502842+00:00
qlp,207237016,00917.01,PC,49.81638,-59.400157,11.205,0.018,1365.00939,0.00239,26.41014,,2.746,0.22,13775.9,1361.45,4,2019-01-18 16:50:44.111916+00:00,2019-07-25 19:28:08.757060+00:00
qlp,47384844,01022.01,PC,162.96496,-5.788634,8.691,0.019,1547.448,0.00834,3.09574,0.00677,4.475,1.196,380.0,,9,2019-06-04 14:32:44.739294+00:00,2019-07-25 19:18:34.834398+00:00
qlp,464296022,01030.01,PC,155.83167,-57.590366,9.496,0.018,1551.32747,0.00132,12.12369,0.00076,4.849,0.211,6142.77,1221.98,10 9,2019-06-25 15:58:39.318922+00:00,2019-07-24 18:33:17.315246+00:00
qlp,304021498,01031.01,PC,140.884114,-67.026024,9.718,0.018,1547.38653,0.00286,5.65094,0.00075,2.858,0.562,1086.23,1.58217,10 9,2019-06-25 15:58:39.780783+00:00,2019-07-24 18:32:41.372975+00:00
qlp,461867584,01039.01,PC,149.688575,-58.760456,9.631,0.019,1546.05307,0.00083,4.42045,0.00013,4.38,0.446,5492.64,1.38188,10 9,2019-06-25 15:58:41.582128+00:00,2019-07-24 18:20:18.332248+00:00
qlp,360286627,01042.01,PC,141.975278,-61.33004,9.688,0.018,1544.45463,0.00204,0.7581,6e-05,1.065,0.13,718.149,1.21254,10 9,2019-06-25 15:58:42.008168+00:00,2019-07-24 18:19:15.511075+00:00
qlp,463402815,01044.01,PC,153.811022,-58.766262,9.81,0.022,1544.59785,0.00116,1.0086,4e-05,1.597,0.069,2401.01,781.548,10 9,2019-06-25 15:58:41.405173+00:00,2019-07-24 18:18:41.320346+00:00
qlp,309787037,01046.01,PC,126.419571,-60.907471,9.979,0.019,1518.85187,0.00232,1.30427,8e-05,1.607,0.248,874.6,1.09538,10 9 8,2019-06-25 15:58:41.381161+00:00,2019-07-24 18:18:02.894137+00:00
qlp,370745311,01047.01,PC,144.581793,-67.505211,10.147,0.019,1544.79061,0.00092,0.62627,2e-05,0.666,0.169,1730.05,68.5212,10 9,2019-06-25 15:58:39.094457+00:00,2019-07-24 18:17:38.656639+00:00
qlp,155044736,01015.01,PC,122.895921,-27.971775,10.625,0.018,1493.08067,0.00523,1.37259,0.00036,1.794,0.294,587.728,2.02629,8 7,2019-04-01 16:51:56.565982+00:00,2019-07-24 16:56:19.423187+00:00
qlp,175310067,01016.01,PC,116.110826,-36.098313,10.594,0.019,1502.26383,0.00249,12.70907,0.00065,7.046,0.357,13320.0,507.85,8 7,2019-04-01 16:52:03.538461+00:00,2019-07-24 16:56:03.117935+00:00
qlp,182943944,01017.01,PC,124.726506,-37.783281,10.591,0.019,1518.96536,0.00137,1.10422,0.00013,2.37,0.062,14177.7,843.788,8,2019-04-01 16:52:01.908331+00:00,2019-07-24 16:55:36.696182+00:00
qlp,291555748,01018.01,PC,111.716078,-50.266609,10.575,0.018,1492.78078,0.00073,4.95912,0.00016,2.509,0.13,10825.7,197.962,8 7,2019-04-01 16:52:01.883121+00:00,2019-07-24 16:12:35.102955+00:00
qlp,341420329,01019.01,PC,120.148055,-54.878578,10.561,0.018,1494.43614,0.00025,5.23416,6e-05,3.544,0.142,19266.4,3.34354,8 7,2019-04-01 16:51:56.215890+00:00,2019-07-24 16:12:05.289516+00:00
qlp,140706664,01020.01,PC,128.382031,-43.828433,10.559,0.019,1521.29108,0.00241,3.28892,0.00066,3.793,0.202,10518.9,530.608,8,2019-04-01 16:52:03.364570+00:00,2019-07-24 16:10:22.125801+00:00
qlp,143994283,01021.01,PC,119.300755,-42.999065,10.516,0.018,1492.90429,0.00426,1.90879,0.00035,1.909,0.231,618.482,1.43774,8,2019-04-01 16:51:58.455485+00:00,2019-07-24 16:10:09.155153+00:00
qlp,279999655,00959.01,PC,114.01246,4.715091,10.631,0.018,1492.69541,0.00037,1.54104,4e-05,1.686,0.046,30644.8,1087.08,7,2019-03-26 13:55:14.135920+00:00,2019-07-24 15:51:09.734163+00:00
qlp,5109298,00960.01,PC,107.59813,-5.432636,10.627,0.018,1491.79665,0.00577,1.6221,0.00071,2.428,0.687,1872.29,8.41618,7,2019-03-26 13:55:28.234695+00:00,2019-07-24 15:50:55.623334+00:00
qlp,265077027,00961.01,PC,127.178386,4.038537,10.624,0.018,1496.16829,0.00121,4.79586,0.00067,2.132,0.11,26891.1,952.147,7,2019-03-26 13:55:14.900502+00:00,2019-07-24 15:50:40.835201+00:00
qlp,141776043,00962.01,PC,117.71258,-21.015654,10.618,0.023,1493.35787,0.00223,4.06269,0.00071,4.299,0.179,16580.3,784.296,7,2019-03-26 13:55:22.349094+00:00,2019-07-24 15:50:25.227766+00:00
qlp,25799609,00963.01,PC,119.149294,-0.772923,10.617,0.013,1501.3115,0.00137,11.10934,0.00111,4.439,0.564,5841.52,1.7216,7,2019-03-26 13:55:20.855935+00:00,2019-07-24 15:50:08.937425+00:00
qlp,179155220,00964.01,PC,109.106926,-8.329398,10.609,0.018,1491.88882,0.00059,0.60274,2e-05,1.834,0.017,16763.6,469.962,7,2019-03-26 13:55:12.376518+00:00,2019-07-24 15:49:49.000421+00:00
qlp,179159972,00965.01,PC,109.056363,-9.893698,10.564,0.019,1491.95227,0.00378,1.37101,0.00035,2.379,0.432,1561.43,58.7673,7,2019-03-26 13:55:11.415339+00:00,2019-07-24 15:49:31.390571+00:00
qlp,178367144,00966.01,PC,123.392333,-1.982763,10.519,0.024,1492.88976,0.00039,3.4093,0.00011,3.12,0.061,15344.3,1.26923,7,2019-03-26 13:55:09.456389+00:00,2019-07-24 15:48:48.142529+00:00
qlp,445586472,00967.01,PC,117.084181,-57.236332,10.515,0.018,1492.91351,0.00311,1.73838,0.0001,2.359,0.287,782.573,0.946939,10 7,2019-06-17 19:19:28.225068+00:00,2019-07-24 15:48:04.532019+00:00
qlp,453209605,00968.01,PC,116.91434,11.980818,10.514,0.018,1493.61746,0.00238,2.80944,0.0006,3.151,0.205,1606.43,1.35648,7,2019-03-26 13:55:22.566826+00:00,2019-07-24 15:47:47.632676+00:00
qlp,280437559,00969.01,PC,115.136837,2.098927,10.514,0.018,1493.34229,0.00169,1.82401,0.00026,1.427,0.266,1612.41,2.6677,7,2019-03-26 13:55:15.364759+00:00,2019-07-24 15:47:26.426323+00:00
qlp,174599051,00970.01,PC,114.69924,-39.135471,10.467,0.019,1496.14662,0.00754,4.99682,0.00406,4.08,0.704,707.704,2.79069,7,2019-03-26 13:55:27.801043+00:00,2019-07-24 15:47:09.820870+00:00
qlp,177722855,00971.01,PC,107.421572,-11.328954,10.458,0.018,1492.2665,0.00555,2.38933,0.00116,4.832,0.61,515.022,1.02716,7,2019-03-26 13:55:15.256104+00:00,2019-07-24 15:46:54.293724+00:00
qlp,125894957,00972.01,PC,115.280387,-26.070963,10.433,0.018,1493.15026,0.00337,2.67425,0.00073,3.779,0.919,1978.72,9.83619,7,2019-03-26 13:55:19.262174+00:00,2019-07-24 15:46:30.612371+00:00
qlp,409459226,00973.01,PC,109.950318,-11.942688,10.43,0.017,1491.82839,0.00395,1.27997,0.00041,2.425,0.265,647.952,0.856405,7,2019-03-26 13:55:10.676783+00:00,2019-07-24 15:46:13.207277+00:00
qlp,333821572,00974.01,PC,116.274914,-17.175113,10.401,0.018,1492.92248,0.00308,2.82537,0.00063,2.52,0.336,1548.83,2.3856,7,2019-03-26 13:55:27.286120+00:00,2019-07-24 15:45:57.282431+00:00
qlp,133654092,00975.01,PC,121.185133,-41.559825,10.392,0.018,1493.1271,0.00456,1.97353,0.00065,2.169,0.231,867.428,1.76394,7,2019-03-26 13:55:15.472519+00:00,2019-07-24 15:45:36.158897+00:00
qlp,347098457,00976.01,PC,117.470266,-16.023456,10.383,0.018,1492.97337,0.00257,3.14948,0.00059,2.542,0.41,2491.96,71.6233,7,2019-03-26 13:55:11.553027+00:00,2019-07-24 15:45:10.331981+00:00
qlp,268371979,00977.01,PC,105.063064,-2.347464,10.376,0.018,1492.39581,0.00552,2.78102,0.00103,1.657,0.263,748.64,3.11544,7,2019-03-26 13:55:17.362633+00:00,2019-07-24 15:44:37.532990+00:00
qlp,5772442,00979.01,PC,111.766566,-7.129632,10.296,0.018,1492.50181,0.00278,1.10578,0.00022,1.87,0.207,672.523,0.968288,7,2019-03-26 13:55:11.990016+00:00,2019-07-24 15:43:41.521181+00:00
qlp,93594834,00980.01,PC,114.420862,-7.336592,10.278,0.019,1491.8681,0.00772,1.33476,0.00055,2.915,0.38,420.16,1.06273,7,2019-03-26 13:55:21.670559+00:00,2019-07-24 15:43:21.369694+00:00
qlp,127476180,00981.01,PC,117.113345,-28.204862,10.274,0.018,1492.61686,0.00429,1.60374,0.0005,2.104,0.289,702.15,1.36141,7,2019-03-26 13:55:22.239334+00:00,2019-07-24 15:40:57.405298+00:00
qlp,177126182,00982.01,PC,106.405051,-11.97985,10.267,0.018,1497.37581,0.00407,6.30607,0.0029,3.794,0.3,1379.75,1.60354,7,2019-03-26 13:55:11.717184+00:00,2019-07-24 15:40:43.755997+00:00
qlp,148659924,00983.01,PC,114.864438,-32.903786,10.256,0.034,1497.22031,0.00325,7.3846,0.00162,4.795,0.939,2456.67,8.53928,7,2019-03-26 13:55:28.316234+00:00,2019-07-24 15:40:14.752767+00:00
qlp,33091633,00984.01,PC,104.875922,-4.812187,10.215,0.019,1495.71336,0.00121,7.52118,0.00097,6.133,0.189,50623.3,2361.74,7,2019-03-26 13:55:27.556114+00:00,2019-07-24 15:38:02.663315+00:00
qlp,425220920,00985.01,PC,111.643954,7.016344,10.201,0.018,1494.52201,0.00152,8.76905,0.00107,3.504,0.217,14361.0,810.349,7,2019-03-26 13:55:15.010816+00:00,2019-07-24 15:37:30.464114+00:00
qlp,320536216,00986.01,PC,120.105485,10.343872,10.171,0.02,1491.94042,0.00063,0.54771,3e-05,1.113,0.037,8268.78,562.269,7,2019-03-26 13:55:27.204788+00:00,2019-07-24 15:37:12.522298+00:00
qlp,52548453,00987.01,PC,100.925682,-30.492019,10.169,0.019,1495.94244,0.00101,5.21517,0.00061,5.655,0.133,4593.85,0.361761,7,2019-03-26 13:55:14.570956+00:00,2019-07-24 15:36:55.655796+00:00
qlp,113553629,00988.01,PC,113.424048,-30.996072,10.162,0.018,1491.91542,0.00613,4.30438,0.00248,3.037,0.41,672.002,2.50426,7,2019-03-26 13:55:25.738688+00:00,2019-07-24 15:36:33.136322+00:00
qlp,207277638,00989.01,PC,110.506561,10.238672,10.103,0.019,1494.67675,0.00634,3.12154,0.00216,1.393,0.465,639.824,8.09933,7,2019-03-26 13:55:24.118756+00:00,2019-07-24 15:36:07.680591+00:00
qlp,88684250,00990.01,PC,121.913557,-5.770079,10.09,0.019,1494.73416,0.00152,4.58776,0.0006,4.563,0.305,3313.28,1.40035,7,2019-03-26 13:55:13.236783+00:00,2019-07-24 15:35:38.222627+00:00
qlp,7561203,00991.01,PC,114.346205,-11.151291,10.088,0.018,1491.8825,0.00215,2.48454,0.00042,1.628,0.273,1090.24,2.1783,7,2019-03-26 13:55:09.105684+00:00,2019-07-24 15:35:16.110011+00:00
qlp,108835813,00992.01,PC,112.616718,-26.080666,10.057,0.019,1494.06581,0.00827,4.76516,0.00348,2.892,0.561,647.689,2.72142,7,2019-03-26 13:55:12.017129+00:00,2019-07-24 15:34:57.547989+00:00
qlp,259353953,00993.01,PC,113.960874,-15.499431,10.013,0.018,1493.0556,0.00227,1.46027,0.00028,1.053,0.374,1379.8,18.8487,7,2019-03-26 13:55:21.454570+00:00,2019-07-24 15:34:42.522934+00:00
qlp,93963408,00994.01,PC,115.046357,-9.084254,10.011,0.021,1493.11507,0.00581,2.40057,0.00103,3.022,0.919,658.219,4.66155,7,2019-03-26 13:55:27.394625+00:00,2019-07-24 15:34:07.053510+00:00
qlp,317951248,00995.01,PC,110.811418,5.562895,9.98,0.018,1493.5283,0.00264,3.4438,0.00066,2.572,0.247,7260.75,727.389,7,2019-03-26 13:55:15.797276+00:00,2019-07-24 15:33:30.349883+00:00
qlp,142918609,00996.01,PC,119.349972,-19.516038,9.769,0.018,1494.77797,0.00213,14.5378,,6.826,0.499,5082.24,10.7344,7,2019-03-26 13:55:10.268541+00:00,2019-07-24 15:32:39.988110+00:00
qlp,341729521,00997.01,PC,121.319876,-59.579727,9.719,0.022,1498.13368,0.00038,8.41457,0.00034,3.563,0.04,66471.0,759.605,7,2019-03-26 13:55:22.157294+00:00,2019-07-24 15:30:29.976166+00:00
qlp,54390047,00998.01,PC,118.319553,-14.218801,9.689,0.019,1492.59241,0.00562,0.94083,0.00043,1.432,0.276,288.88,1.35093,7,2019-03-26 13:55:09.160036+00:00,2019-07-24 15:30:14.849461+00:00
qlp,50365310,01000.01,PC,112.357758,-12.69595,9.565,0.018,1493.38398,0.00387,2.17153,0.00068,1.937,0.23,543.564,1.40612,7,2019-03-26 13:55:15.283374+00:00,2019-07-24 15:29:20.559584+00:00
qlp,88863718,01001.01,PC,122.580479,-5.513793,9.427,0.02,1492.83893,0.00356,1.93217,0.00054,3.447,0.243,691.37,0.698388,7,2019-03-26 13:55:20.021187+00:00,2019-07-24 15:29:05.082466+00:00
qlp,124709665,01002.01,PC,104.72697,-10.580446,9.265,0.018,1492.60156,0.00113,1.86722,0.00016,1.926,0.122,6584.0,708.41,7,2019-03-26 13:55:09.780404+00:00,2019-07-24 15:28:21.779539+00:00
qlp,106997505,01003.01,PC,110.55994,-25.207001,9.179,0.019,1493.3957,0.00535,2.74323,0.00108,3.167,0.642,383.41,0.781988,7,2019-03-26 13:55:21.291275+00:00,2019-07-24 15:27:57.233830+00:00
qlp,238597883,01004.01,PC,122.178217,-48.802872,9.097,0.019,1493.51196,0.00653,3.57491,0.00146,2.576,0.346,403.708,1.07966,7,2019-03-26 13:55:18.285851+00:00,2019-07-24 15:27:39.370913+00:00
qlp,169904935,01005.01,PC,120.704887,-11.101332,9.085,0.019,1492.5552,0.00106,4.55072,0.00033,2.599,0.284,2954.34,2.1771,7,2019-03-26 13:55:26.719019+00:00,2019-07-24 15:27:24.949996+00:00
qlp,156115721,01006.01,PC,124.359371,-27.273493,9.026,0.025,1493.67736,0.00254,2.50443,0.0005,3.185,0.615,1299.18,2.41997,7,2019-03-26 13:55:18.013896+00:00,2019-07-24 15:24:50.230258+00:00
qlp,65212867,01007.01,PC,112.752427,-4.463361,8.859,0.02,1492.04102,0.00107,6.99823,0.00058,4.314,0.471,2733.51,0.759823,7,2019-03-26 13:55:21.615916+00:00,2019-07-24 15:23:04.167831+00:00
qlp,440801822,01008.01,PC,109.382945,13.395211,8.769,0.035,1492.52135,0.00579,2.04936,0.00105,2.234,0.401,249.5,0.564034,7,2019-03-26 13:55:18.176689+00:00,2019-07-24 15:20:24.062145+00:00
qlp,107782586,01009.01,PC,111.667858,-24.462165,8.444,0.033,1492.25285,0.00166,1.96022,0.00026,1.611,0.359,1954.46,31.2109,7,2019-03-26 13:55:17.525157+00:00,2019-07-24 15:20:10.462174+00:00
qlp,139853601,01010.01,PC,112.294025,-21.832898,8.438,0.018,1492.25806,0.00118,0.68088,6e-05,1.458,0.036,3326.45,157.194,7,2019-03-26 13:55:18.748278+00:00,2019-07-24 15:19:56.076799+00:00
qlp,114018671,01011.01,PC,113.984003,-32.841434,8.216,0.018,1492.44438,0.0073,2.46992,0.00137,2.151,0.387,167.378,0.816388,7,2019-03-26 13:55:13.648607+00:00,2019-07-24 15:19:43.347246+00:00
qlp,427508467,01012.01,PC,117.095303,6.785081,8.129,0.019,1492.10434,0.00077,0.88425,4e-05,1.657,0.052,3048.26,78.5863,7,2019-03-26 13:55:24.162132+00:00,2019-07-24 15:19:30.936281+00:00
qlp,97700520,01013.01,PC,107.286052,-31.933536,7.59,0.037,1494.36798,0.00107,5.4298,0.0005,3.779,0.13,28152.0,501.159,7,2019-03-26 13:55:17.769976+00:00,2019-07-24 15:19:15.417591+00:00
qlp,96246348,01014.01,PC,103.561446,-34.222829,7.538,0.02,1469.02999,0.00108,1.4094,5e-05,0.882,0.068,2800.44,2.60824,7,2019-03-26 13:55:19.695988+00:00,2019-07-24 15:18:39.834907+00:00
qlp,425163745,00937.01,PC,58.896747,-2.505904,10.819,0.018,1438.55668,0.00035,0.27664,1e-05,0.72,0.012,15669.3,749.859,5,2019-02-04 20:26:41.614439+00:00,2019-07-24 14:22:21.844598+00:00
qlp,332660150,00938.01,PC,63.032401,-12.118794,10.831,0.019,1445.17941,0.00413,8.80874,0.00326,4.283,0.355,1356.21,1.78977,5,2019-02-04 20:26:38.371043+00:00,2019-07-24 14:22:10.205897+00:00
qlp,67772767,00939.01,PC,63.786824,-7.315698,10.904,0.019,1445.9033,0.00097,7.61177,0.0007,4.354,0.387,5410.79,1.7815,5,2019-02-04 20:26:41.697147+00:00,2019-07-24 14:21:49.794816+00:00
qlp,248434716,00940.01,PC,77.403629,-5.671142,10.904,0.02,1438.30726,0.00146,0.7395,0.00011,0.322,0.094,9605.5,1630.9,5,2019-02-04 20:26:37.918327+00:00,2019-07-24 14:21:40.125243+00:00
qlp,408137826,00941.01,PC,78.300421,6.546055,10.953,0.018,1440.48083,0.00311,8.51179,0.00397,3.835,0.321,2813.62,3.06181,5,2019-02-04 20:26:41.510980+00:00,2019-07-24 14:21:28.688164+00:00
qlp,146520535,00942.01,PC,76.649544,-20.245593,10.991,0.018,1441.57167,0.00496,4.32765,0.00173,3.181,0.479,1236.39,2.59497,5,2019-02-04 20:26:41.063057+00:00,2019-07-24 14:21:17.914040+00:00
qlp,399871011,00943.01,PC,74.555118,8.980879,11.002,0.017,1444.27026,0.00106,12.35611,0.00083,5.963,0.521,7137.37,1.93969,5,2019-02-04 20:26:37.196631+00:00,2019-07-24 14:20:59.504154+00:00
qlp,434234955,00944.01,PC,63.811152,14.9448,11.093,0.018,1439.3488,0.00487,6.04548,0.00581,3.476,0.605,2419.82,7.59583,5,2019-02-04 20:26:41.861688+00:00,2019-07-24 14:20:51.078642+00:00
qlp,167714792,00945.01,PC,80.455318,-36.673845,11.072,0.019,1438.10347,0.00337,0.92951,0.00027,1.019,0.277,1370.57,10.3198,5,2019-02-04 20:26:37.734104+00:00,2019-07-24 14:19:09.067325+00:00
qlp,92880568,00958.01,PC,83.215859,-19.575054,10.924,0.019,1438.54071,0.00046,0.5884,1e-05,1.006,0.107,4384.72,43.546,5 6,2019-03-21 15:42:33.463253+00:00,2019-07-24 14:17:12.002638+00:00
qlp,219205407,00946.01,PC,92.833979,-51.466704,10.804,0.018,1327.33707,0.00014,6.12524,1e-05,2.126,0.024,43143.7,16.9232,8 5 6,2019-04-01 16:52:00.426635+00:00,2019-07-24 14:08:16.562790+00:00
qlp,262330063,00947.01,PC,78.318798,4.809983,10.567,0.02,1444.9382,0.00135,7.31523,0.00108,1.832,0.168,8225.0,40.1108,5,2019-02-04 20:26:41.263019+00:00,2019-07-24 14:06:48.964251+00:00
qlp,146438872,00948.01,PC,75.531703,-22.711909,10.46,0.018,1442.13529,0.00315,12.7009,0.00217,3.208,0.678,2482.58,35.0013,5,2019-02-04 20:26:39.617558+00:00,2019-07-24 14:06:31.100142+00:00
qlp,189013222,00949.01,PC,79.101844,-15.512539,10.227,0.019,1438.52942,0.00607,1.32076,0.00059,1.664,0.441,799.602,3.3904,5,2019-02-04 20:26:41.717836+00:00,2019-07-24 14:05:58.495028+00:00
qlp,245947683,00950.01,PC,70.375077,14.815659,10.151,0.017,1439.35452,0.00487,1.14288,0.00059,1.699,0.204,1816.32,6.92052,5,2019-02-04 20:26:40.070955+00:00,2019-07-24 14:05:42.790730+00:00
qlp,449050247,00951.01,PC,67.551169,5.29885,10.044,0.019,1441.2993,0.00036,2.96845,8e-05,3.707,0.043,17064.8,0.480494,5,2019-02-04 20:26:39.057222+00:00,2019-07-24 14:05:27.276995+00:00
qlp,319312479,00952.01,PC,61.779473,-13.766913,10.043,0.018,1439.62922,0.003,1.7898,0.00039,1.176,0.329,935.231,4.19341,5,2019-02-04 20:26:40.980665+00:00,2019-07-24 14:05:11.626274+00:00
qlp,449050248,00953.01,PC,67.552308,5.298467,9.754,0.6,1441.29935,0.00033,2.96844,8e-05,3.663,0.05,13028.0,0.468074,5,2019-02-04 20:26:41.428059+00:00,2019-07-24 14:04:51.408945+00:00
qlp,44792534,00954.01,PC,61.941081,-25.208702,9.751,0.018,1411.90855,0.00123,3.6847,0.00013,4.701,0.48,2045.15,0.813896,5,2019-02-04 20:26:38.910839+00:00,2019-07-24 14:02:26.244859+00:00
qlp,146467675,00955.01,PC,76.081912,-20.731265,9.678,0.018,1438.25873,0.00265,1.63715,0.00029,1.618,0.174,690.442,1.10852,5,2019-02-04 20:26:38.723882+00:00,2019-07-24 14:02:09.496881+00:00
qlp,146434840,00956.01,PC,75.360727,-22.382232,9.459,0.018,1445.26599,0.00242,17.95473,0.0025,3.139,0.366,5962.04,570.356,5,2019-02-04 20:26:39.015375+00:00,2019-07-24 14:01:20.179901+00:00
qlp,249067445,00957.01,PC,79.432442,-0.370093,8.942,0.017,1439.04096,0.00278,0.8312,0.00016,1.524,0.476,387.955,3.23184,5,2019-02-04 20:26:41.159814+00:00,2019-07-24 14:00:58.141421+00:00
qlp,150430484,00859.01,PC,97.143174,-61.150467,11.895,0.019,1327.57514,0.00263,5.15433,8e-05,0.614,0.136,2903.74,14.9273,8 4 3,2019-04-01 16:52:00.075433+00:00,2019-07-23 20:16:16.517676+00:00
qlp,321011127,00860.01,PC,43.546142,-41.514405,11.624,0.019,1390.83773,0.00094,6.45361,0.00022,2.33,0.082,49918.6,2150.68,4 3,2019-01-18 16:50:44.197325+00:00,2019-07-23 20:15:21.523354+00:00
spoc,220475245,00934.01,PC,75.350652,-56.141358,12.619,0.019,1625.083169,0.001014,3.781658,0.000217,2.380212,0.068014,19427.600631,380.33862,12,2019-07-15 19:20:07.891687+00:00,2019-07-23 19:25:59.150234+00:00
spoc,260476837,00935.01,PC,96.248233,-59.804827,12.655,0.018,1627.063627,0.001541,2.232659,0.000212,2.538335,0.094418,19244.414726,687.1711,12,2019-07-15 19:20:08.576267+00:00,2019-07-23 19:25:59.129669+00:00
spoc,278198753,00936.01,PC,111.036456,-78.44287,12.459,0.018,1627.942006,0.002617,7.942733,0.001345,1.693639,0.189046,6803.095717,603.14777,12,2019-07-15 19:20:09.419697+00:00,2019-07-23 19:25:53.856832+00:00
